100,-25,10.592
125,-25,3.071333333
150,-25,-3.186333333
175,-25,-3.599
200,-25,0.578
225,-25,3.958666667
250,-25,2.326666667
275,-25,-1.43
300,-25,-5.831
325,-25,-9.76
350,-25,-7.215333333
375,-25,-3.991
400,-25,0.721
425,-25,1.171333333
450,-25,0.477333333
475,-25,4.826666667
500,-25,5.447
525,-25,5.324333333
550,-25,3.148333333
575,-25,3.875666667
600,-25,4.651333333
625,-25,2.542333333
650,-25,0.048333333
675,-25,-2.258666667
700,-25,-4.030333333
725,-25,-2.726666667
750,-25,-1.418333333
775,-25,-0.310666667
800,-25,-2.108333333
825,-25,-4.486666667
850,-25,-3.509666667
875,-25,-2.141333333
175,-50,-4.581
200,-50,0.007333333
225,-50,4.083
250,-50,3.009
275,-50,-3.438333333
300,-50,-10.77066667
325,-50,-12.238
350,-50,-10.771
375,-50,-4.389666667
400,-50,-1.587
425,-50,0.682666667
450,-50,4.06
475,-50,5.050666667
500,-50,8.708666667
525,-50,8.022333333
550,-50,7.684333333
575,-50,6.115666667
600,-50,6.018666667
625,-50,5.102
650,-50,1.08
675,-50,-3.686333333
700,-50,-5.042
725,-50,-4.609333333
750,-50,-2.296666667
775,-50,-2.589333333
800,-50,-4.622
250,-75,-1.037
275,-75,-3.291
300,-75,-6.759
325,-75,-11.583
350,-75,-10.78633333
375,-75,-10.31833333
400,-75,-4.1
425,-75,3.586666667
450,-75,6.984333333
475,-75,8.111333333
500,-75,4.954333333
525,-75,8.987
550,-75,10.066
575,-75,9.928666667
600,-75,6.289
625,-75,3.338
650,-75,0.129333333
675,-75,-1.617666667
700,-75,-3.476333333
725,-75,-3.719
325,-100,-5.162333333
350,-100,-8.588
375,-100,-8.553666667
400,-100,-6.737
425,-100,-1.308666667
450,-100,5.464333333
475,-100,8.169
500,-100,11.96266667
525,-100,10.22166667
550,-100,11.226
575,-100,8.623333333
600,-100,4.805666667
625,-100,1.271
650,-100,0.287666667
400,-125,-4.939666667
425,-125,-1.540333333
450,-125,2.134333333
475,-125,8.315666667
500,-125,10.903
525,-125,13.02433333
550,-125,10.28933333
575,-125,10.166
475,-150,5.763
500,-150,11.613